index,carat,depth,table,x,y,z,price,cutne,colorne,clarityne
10660,1.25,61.2,56.0,6.93,6.95,4.25,6793,2,6,4
10661,0.35,63.1,58.0,4.51,4.46,2.83,630,4,4,2
10662,0.73,61.6,58.0,5.79,5.73,3.55,2309,3,2,3
10663,0.4,60.7,58.0,4.78,4.81,2.91,877,3,3,4
10664,0.7,65.6,61.0,5.62,5.47,3.64,2352,0,1,5
10665,1.0,61.8,58.0,6.43,6.48,3.99,4053,1,2,3
10666,1.01,60.8,59.0,6.47,6.5,3.94,8869,2,3,1
10667,1.11,59.2,59.0,6.79,6.82,4.03,9377,3,2,7
10668,0.56,62.2,56.0,5.28,5.24,3.27,2066,2,0,5
10669,1.05,62.5,56.0,6.43,6.52,4.05,4937,2,4,2
10670,0.72,61.4,56.0,5.8,5.82,3.57,3622,2,0,4
10671,0.34,61.7,56.0,4.51,4.47,2.77,995,3,3,7
10672,1.02,64.3,57.0,6.28,6.34,4.06,5951,1,3,4
10673,1.02,62.6,58.0,6.44,6.4,4.02,4798,3,4,3
10674,0.32,59.5,57.0,4.49,4.45,2.66,842,2,1,4
10675,1.63,61.3,55.0,7.6,7.63,4.67,17825,2,1,5
10676,1.14,62.3,58.0,6.65,6.7,4.16,5469,2,5,2
10677,1.22,62.5,57.0,6.78,6.73,4.22,5794,3,2,3
10678,0.41,60.3,60.0,4.81,4.84,2.91,863,3,2,5
10679,1.0,62.7,62.0,6.21,6.23,3.9,7672,1,0,4
10680,0.91,59.6,60.0,6.29,6.25,3.74,3853,3,4,5
10681,0.7,62.8,57.0,5.67,5.64,3.55,2535,3,3,4
10682,0.39,59.0,60.0,4.75,4.78,2.81,1300,3,3,1
10683,0.51,61.6,56.0,5.15,5.17,3.18,1787,2,0,5
10684,0.41,60.0,56.0,4.82,4.88,2.91,863,2,2,5
10685,2.03,60.8,57.0,8.24,8.18,4.99,18026,2,4,2
10686,0.7,62.6,56.0,5.69,5.66,3.55,2200,2,2,2
10687,0.25,62.6,53.0,4.04,4.07,2.54,395,2,3,2
10688,1.21,62.0,55.0,6.8,6.88,4.24,13595,2,1,6
10689,0.7,61.2,56.0,5.69,5.74,3.5,2184,2,4,2
10690,1.52,62.3,55.0,7.37,7.33,4.58,11405,2,2,5
10691,0.3,63.3,56.0,4.3,4.26,2.71,450,4,5,3
10692,0.27,62.0,56.0,4.14,4.17,2.57,504,4,3,7
10693,0.7,62.2,55.0,5.62,5.67,3.51,2147,4,5,2
10694,0.77,60.9,60.0,5.91,5.88,3.59,2859,3,2,4
10695,0.55,61.7,55.0,5.27,5.29,3.26,2133,2,4,1
10696,2.01,59.6,61.0,8.08,8.14,4.83,11703,1,6,2
10697,1.03,62.3,56.0,6.52,6.49,4.05,6922,2,2,5
10698,0.53,61.5,56.0,5.21,5.26,3.22,1427,2,4,5
10699,0.6,61.7,55.0,5.41,5.44,3.35,2774,2,1,4
10700,0.31,63.6,55.0,4.29,4.32,2.74,544,1,4,4
10701,1.23,62.7,56.0,6.81,6.84,4.28,10317,2,3,7
10702,0.24,62.2,56.0,3.96,3.98,2.47,608,4,1,7
10703,1.08,61.8,56.2,6.55,6.58,4.06,4443,2,6,2
10704,0.59,62.0,55.0,5.37,5.4,3.34,1664,2,1,2
10705,0.3,61.4,56.0,4.33,4.34,2.66,422,2,3,3
10706,2.18,61.4,59.5,8.31,8.37,5.12,14735,4,5,3
10707,1.07,61.4,57.0,6.56,6.63,4.05,7275,2,3,5
10708,0.74,59.5,58.0,5.95,5.89,3.52,2574,3,3,4
10709,1.18,61.4,57.0,6.77,6.81,4.17,11104,2,1,4
10710,1.57,60.2,60.0,7.49,7.43,4.49,8001,3,2,3
10711,2.04,62.9,54.0,8.16,8.08,5.1,17323,4,5,2
10712,0.82,61.8,58.0,5.99,6.05,3.72,3622,2,1,2
10713,0.41,61.8,60.0,4.78,4.74,2.94,904,3,1,2
10714,1.02,61.9,59.0,6.44,6.38,3.97,7389,3,2,4
10715,0.47,62.0,54.0,4.99,5.01,3.1,2460,2,0,6
10716,1.23,62.2,58.0,6.81,6.86,4.25,11382,4,2,7
10717,0.87,61.0,56.0,6.15,6.19,3.77,2993,4,4,3
10718,1.16,65.8,58.0,6.54,6.46,4.28,5411,0,4,2
10719,0.51,64.3,55.0,5.12,5.05,3.27,1624,1,1,2
10720,0.33,62.8,55.0,4.41,4.45,2.78,608,4,0,2
10721,1.0,62.6,59.0,6.25,6.3,3.93,4925,0,2,2
10722,0.51,61.6,56.0,5.12,5.17,3.17,1875,2,3,7
10723,0.7,63.3,59.0,5.57,5.62,3.54,2264,4,2,2
10724,0.38,62.4,56.0,4.63,4.69,2.91,1027,2,1,7
10725,0.23,58.9,60.0,4.03,3.95,2.35,549,4,0,7
10726,0.4,63.5,55.0,4.67,4.72,2.98,720,1,0,2
10727,0.34,61.5,53.0,4.53,4.51,2.78,803,2,0,2
10728,0.34,62.3,57.0,4.44,4.48,2.78,686,4,2,5
10729,0.5,62.5,57.0,5.04,5.01,3.14,1000,3,3,3
10730,1.04,62.2,56.0,6.51,6.47,4.04,4484,2,5,2
10731,0.43,61.5,56.0,4.87,4.85,2.99,1264,2,3,6
10732,1.01,63.4,58.0,6.41,6.37,4.05,4191,4,4,2
10733,0.53,61.4,56.0,5.2,5.23,3.2,1042,2,6,2
10734,1.05,62.0,55.0,6.5,6.54,4.04,5457,2,2,2
10735,0.31,61.2,55.0,4.4,4.43,2.7,722,2,1,4
10736,0.31,62.2,58.0,4.38,4.34,2.71,802,3,3,4
10737,1.22,63.5,58.0,6.8,6.75,4.3,3443,4,6,3
10738,0.28,58.3,58.0,4.33,4.35,2.53,487,1,2,4
10739,0.56,61.9,58.0,5.33,5.27,3.28,1814,3,0,2
10740,0.61,63.0,60.0,5.35,5.29,3.35,2319,3,2,7
10741,0.56,62.7,56.0,5.25,5.3,3.31,1787,2,2,4
10742,0.91,64.1,58.0,6.06,6.1,3.9,4543,1,3,7
10743,0.32,61.8,55.0,4.43,4.41,2.73,720,2,3,5
10744,1.2,60.4,59.0,6.91,6.89,4.17,8796,3,2,5
10745,1.07,62.5,56.0,6.52,6.55,4.08,6262,4,4,4
10746,1.01,61.1,56.0,6.36,6.43,3.91,6612,1,0,4
10747,0.53,62.6,54.0,5.16,5.19,3.24,1721,2,3,4
10748,2.03,62.1,57.0,8.15,8.08,5.04,13880,2,6,5
10749,0.56,59.8,61.0,5.35,5.36,3.2,1951,1,1,4
10750,0.71,61.5,62.0,5.61,5.66,3.47,1755,1,6,2
10751,0.5,60.6,58.0,5.13,5.16,3.12,2529,2,2,1
10752,0.56,62.1,57.0,5.28,5.25,3.27,2066,2,0,5
10753,0.35,62.5,58.0,4.48,4.51,2.81,706,4,4,7
10754,0.32,63.8,55.0,4.36,4.35,2.78,706,1,0,2
10755,2.01,60.0,64.0,8.09,8.17,4.88,16582,1,1,3
10756,0.57,60.7,57.0,5.42,5.35,3.27,1320,3,1,3
10757,1.21,62.0,56.0,6.77,6.87,4.23,7666,2,3,5
10758,0.3,62.0,56.0,4.29,4.32,2.67,450,2,4,2
10759,0.9,63.7,58.0,6.09,6.12,3.89,3734,1,3,2
10760,0.7,59.9,58.0,5.78,5.8,3.47,3234,2,3,7
10761,1.04,61.4,63.0,6.55,6.51,4.01,5451,4,3,5
10762,1.09,62.0,57.0,6.61,6.55,4.08,4264,2,4,3
10763,0.75,62.4,57.0,5.76,5.81,3.61,3263,2,1,5
10764,0.4,62.9,57.0,4.69,4.72,2.96,842,4,2,5
10765,1.57,62.8,57.0,7.46,7.37,4.66,10462,2,5,5
10766,1.01,62.9,58.0,6.37,6.47,4.04,6221,4,1,5
10767,1.09,62.0,56.0,6.61,6.56,4.08,5768,2,2,2
10768,1.14,61.1,57.0,6.7,6.76,4.11,10313,2,3,1
10769,0.71,60.5,55.0,5.79,5.74,3.49,2756,3,1,2
10770,1.73,59.8,58.0,7.8,7.79,4.66,8680,3,5,5
10771,0.58,62.4,57.0,5.31,5.33,3.32,1798,2,2,5
10772,1.28,62.1,56.0,6.96,6.93,4.31,11248,2,3,6
10773,0.4,61.9,55.0,4.73,4.77,2.94,1031,4,5,5
10774,0.32,62.4,58.0,4.35,4.4,2.73,449,4,1,3
10775,1.7,61.2,56.0,7.71,7.64,4.7,9444,2,4,3
10776,0.34,62.4,59.0,4.46,4.42,2.77,612,3,1,3
10777,1.01,63.6,60.0,6.35,6.3,4.02,5701,1,3,5
10778,0.55,60.9,57.0,5.28,5.3,3.22,2789,2,3,1
10779,0.9,58.5,66.0,6.23,6.25,3.65,3353,1,5,5
10780,0.36,60.8,56.0,4.6,4.64,2.81,789,2,1,5
10781,0.4,61.3,59.0,4.69,4.74,2.89,737,3,1,2
10782,0.31,62.7,58.0,4.31,4.33,2.71,680,3,1,5
10783,0.32,59.2,59.0,4.45,4.47,2.64,645,3,3,4
10784,0.33,61.8,57.0,4.43,4.4,2.73,1052,2,1,6
10785,0.75,62.9,57.0,5.74,5.81,3.63,2300,2,6,4
10786,0.31,61.7,55.0,4.35,4.37,2.69,642,2,1,5
10787,0.71,63.7,56.0,5.63,5.67,3.6,2370,4,2,2
10788,0.52,59.8,60.0,5.28,5.22,3.14,2467,3,0,7
10789,0.4,60.5,59.0,4.76,4.8,2.89,982,3,0,5
10790,1.51,62.6,59.0,7.31,7.33,4.58,8770,3,6,7
10791,0.72,61.2,54.0,5.81,5.86,3.57,2422,2,2,3
10792,1.14,60.9,56.0,6.75,6.81,4.13,6070,2,0,2
10793,0.57,59.4,58.0,5.42,5.38,3.21,1613,3,1,2
10794,0.32,63.2,55.0,4.34,4.36,2.75,393,1,4,3
10795,0.33,61.2,56.0,4.47,4.45,2.73,928,2,1,5
10796,0.35,61.8,56.0,4.54,4.58,2.82,552,4,4,5
10797,0.42,61.4,56.0,4.81,4.83,2.96,1179,2,3,6
10798,0.54,61.5,55.0,5.26,5.27,3.24,2202,2,2,4
10799,1.01,63.9,56.0,6.37,6.31,4.05,5724,1,1,2
10800,0.57,61.9,55.0,5.34,5.36,3.31,2534,2,1,7
10801,0.4,63.5,55.0,4.69,4.66,2.97,952,4,0,5
10802,1.56,61.7,58.0,7.46,7.41,4.59,7904,3,6,5
10803,1.07,63.1,59.0,6.45,6.49,4.08,4861,1,3,2
10804,0.54,61.2,56.0,5.23,5.29,3.22,1307,2,2,2
10805,0.38,59.9,56.0,4.79,4.72,2.85,596,3,1,3
10806,1.02,61.4,56.0,6.52,6.47,3.99,4255,2,3,3
10807,1.16,60.7,58.0,6.86,6.81,4.15,7128,2,3,5
10808,0.61,61.3,55.0,5.47,5.55,3.38,1424,2,2,3
10809,1.2,59.9,61.0,6.85,6.88,4.11,8321,2,3,5
10810,1.06,59.6,58.0,6.65,6.61,3.95,8149,3,3,7
10811,0.32,62.0,58.0,4.39,4.38,2.72,591,3,4,2
10812,0.34,61.3,57.0,4.5,4.47,2.75,1033,2,0,5
10813,1.0,62.2,56.0,6.41,6.35,3.97,6465,2,3,4
10814,0.29,62.4,58.0,4.26,4.24,2.65,518,3,2,2
10815,0.41,61.5,55.0,4.79,4.81,2.95,945,2,4,6
10816,1.5,62.9,55.0,7.28,7.24,4.57,9954,3,3,2
10817,0.56,62.0,56.0,5.3,5.28,3.28,1698,2,3,5
10818,2.03,60.5,62.0,8.22,8.17,4.96,16483,3,5,5
10819,0.31,62.0,56.0,4.38,4.4,2.72,789,2,3,6
10820,1.13,61.8,55.0,6.71,6.75,4.16,5759,2,3,2
10821,1.04,58.2,64.0,6.64,6.53,3.85,3285,1,6,5
10822,0.29,62.9,55.0,4.21,4.25,2.66,504,4,0,4
10823,1.05,63.3,57.0,6.4,6.45,4.07,5555,1,4,4
10824,0.34,63.0,58.0,4.45,4.47,2.81,447,4,2,3
10825,1.01,62.2,53.0,6.48,6.54,4.05,6613,4,3,4
10826,0.32,61.2,57.0,4.4,4.43,2.7,954,2,3,1
10827,1.02,63.5,55.0,6.3,6.37,4.02,5245,4,1,2
10828,0.3,61.7,60.0,4.28,4.31,2.65,570,3,1,5
10829,1.01,62.2,62.0,6.29,6.41,3.95,7303,1,0,4
10830,0.3,62.8,57.0,4.29,4.31,2.7,710,4,0,5
10831,1.5,63.9,58.0,7.21,7.26,4.62,8910,1,1,3
10832,2.01,62.9,62.0,7.98,8.02,5.03,16914,4,5,4
10833,0.7,60.3,55.0,5.8,5.75,3.48,2176,3,4,2
10834,1.0,62.4,55.0,6.4,6.43,4.0,7966,2,0,4
10835,1.5,59.9,58.0,7.38,7.34,4.41,11189,3,3,5
10836,1.6,62.1,57.0,7.46,7.54,4.66,8904,2,6,4
10837,0.64,59.5,64.0,5.65,5.39,3.31,1733,0,1,2
10838,1.04,60.8,57.0,6.54,6.59,3.99,4059,2,6,2
10839,0.32,62.2,59.0,4.37,4.41,2.73,365,3,6,2
10840,1.07,61.7,57.0,6.59,6.56,4.06,4374,2,1,3
10841,0.33,61.3,56.0,4.44,4.46,2.73,608,2,0,2
10842,1.0,61.6,61.0,6.35,6.38,3.92,7623,4,3,7
10843,0.37,62.0,57.0,4.63,4.6,2.86,1041,2,1,5
10844,1.05,60.5,55.0,6.67,6.58,4.01,10011,2,2,7
10845,1.46,62.4,59.0,7.21,7.16,4.49,5519,3,5,3
10846,0.41,62.2,54.0,4.76,4.79,2.97,613,2,6,5
10847,0.29,59.8,55.0,4.3,4.35,2.58,737,4,0,2
10848,1.0,61.6,58.0,6.43,6.47,3.97,4172,4,4,3
10849,0.9,63.6,58.0,6.1,6.13,3.89,3679,4,2,2
10850,1.47,62.4,59.0,7.13,7.2,4.47,12547,4,1,5
10851,0.4,62.7,57.0,4.69,4.72,2.95,737,2,1,2
10852,0.31,62.3,54.0,4.33,4.37,2.71,914,2,2,1
10853,0.53,61.6,54.0,5.2,5.25,3.22,1743,2,4,6
10854,0.31,62.1,55.0,4.35,4.32,2.69,942,2,0,5
10855,0.44,60.9,55.0,4.92,4.96,3.01,1196,2,2,7
10856,1.01,61.4,60.0,6.33,6.38,3.9,4564,4,0,3
10857,0.52,62.9,56.0,5.12,5.08,3.21,1290,2,1,3
10858,1.02,61.9,58.0,6.47,6.42,3.99,4381,3,3,2
10859,1.27,62.2,59.0,6.92,6.87,4.29,6532,3,5,4
10860,0.42,60.8,60.0,4.87,4.84,2.95,1235,3,0,4
10861,1.04,62.3,55.0,6.46,6.49,4.03,5531,2,1,3
10862,0.37,61.5,56.0,4.59,4.61,2.83,931,2,2,6
10863,1.51,61.9,57.0,7.35,7.42,4.57,11834,2,0,2
10864,0.34,61.1,56.0,4.51,4.56,2.77,751,2,4,6
10865,1.07,62.0,57.0,6.55,6.58,4.07,5820,2,4,5
10866,0.72,62.1,58.0,5.72,5.69,3.54,2385,3,1,2
10867,0.41,62.4,53.0,4.79,4.8,2.99,1068,2,3,6
10868,0.91,60.3,57.0,6.27,6.31,3.79,3423,2,4,3
10869,1.57,62.2,60.0,7.43,7.36,4.6,6401,3,5,3
10870,0.4,60.4,56.0,4.73,4.77,2.87,982,2,0,5
10871,1.0,59.4,62.0,6.4,6.37,3.79,4155,3,2,3
10872,0.8,63.1,57.0,5.87,5.92,3.72,3235,4,4,5
10873,2.02,61.4,61.0,8.09,8.03,4.95,13229,3,4,2
10874,1.11,60.8,60.0,6.62,6.77,4.07,5192,4,4,2
10875,1.5,59.4,62.0,7.48,7.4,4.42,12587,3,1,5
10876,0.3,62.3,58.0,4.33,4.31,2.69,608,3,4,5
10877,1.09,62.2,56.0,6.59,6.56,4.09,4871,2,4,2
10878,1.02,61.0,56.0,6.54,6.5,3.98,7654,2,2,4
10879,0.23,60.8,56.0,3.94,3.99,2.41,499,4,1,6
10880,1.11,63.1,57.0,6.55,6.6,4.15,8843,2,3,7
10881,1.02,60.6,57.0,6.49,6.52,3.94,5367,2,3,2
10882,1.5,63.0,56.0,7.32,7.26,4.59,12821,2,3,5
10883,0.56,61.6,59.0,5.27,5.34,3.27,2612,4,0,7
10884,0.35,62.3,55.0,4.51,4.55,2.82,798,2,4,6
10885,1.27,61.0,57.0,6.98,7.02,4.27,13823,2,2,7
10886,0.54,61.2,55.0,5.25,5.31,3.23,2302,2,0,7
10887,0.67,62.9,59.0,5.58,5.62,3.52,1811,1,3,2
10888,1.51,61.4,56.0,7.37,7.32,4.51,8311,3,0,3
10889,0.5,62.0,58.0,5.1,5.03,3.14,1838,3,2,4
10890,1.08,62.5,57.0,6.54,6.51,4.08,4877,3,5,4
10891,1.01,63.7,58.0,6.35,6.31,4.03,3923,1,3,3
10892,0.54,61.9,57.0,5.22,5.25,3.24,1981,2,3,7
10893,1.22,61.7,57.0,6.91,6.86,4.25,5602,2,5,2
10894,0.38,61.4,56.0,4.68,4.7,2.88,629,2,6,7
10895,1.12,61.0,59.0,6.74,6.7,4.1,4014,3,1,0
10896,2.0,59.8,59.0,8.12,8.17,4.87,15053,4,5,2
10897,0.74,60.8,56.0,5.85,5.89,3.57,3497,2,1,2
10898,0.31,62.9,56.0,4.34,4.31,2.72,732,2,0,2
10899,1.0,61.3,61.0,6.36,6.39,3.91,4372,4,2,3
10900,1.01,66.8,61.0,6.15,6.06,4.08,4864,0,3,4
10901,0.3,61.8,59.0,4.33,4.28,2.66,1013,3,3,6
10902,0.34,62.1,59.0,4.5,4.46,2.78,612,3,4,2
10903,0.4,61.5,56.0,4.78,4.75,2.93,1397,2,1,6
10904,1.24,60.4,59.0,7.02,7.01,4.24,10485,3,3,6
10905,1.06,61.0,58.0,6.61,6.57,4.02,5075,3,4,2
10906,0.23,63.3,57.0,3.88,3.95,2.48,485,4,1,6
10907,0.3,61.2,55.0,4.35,4.37,2.67,609,2,2,2
10908,0.31,61.5,56.0,4.35,4.33,2.67,732,2,0,2
10909,1.01,62.8,58.0,6.35,6.43,4.01,4759,4,2,2
10910,0.9,63.0,55.0,6.12,6.16,3.87,3388,4,4,2
10911,2.28,62.4,58.0,8.45,8.35,5.24,16369,3,6,5
10912,0.77,60.4,58.0,5.91,5.95,3.58,3002,4,1,3
10913,2.05,62.1,59.0,8.13,8.07,5.03,9850,3,5,3
10914,0.51,61.5,57.0,5.12,5.09,3.14,1781,2,1,5
10915,0.51,59.4,61.0,5.26,5.21,3.11,1349,3,2,2
10916,0.3,62.6,55.0,4.28,4.31,2.69,491,2,4,5
10917,0.3,61.6,59.0,4.29,4.33,2.66,832,4,2,6
10918,0.32,63.7,55.0,4.33,4.3,2.75,591,1,4,2
10919,0.7,61.8,59.0,5.63,5.57,3.46,2396,3,1,2
10920,0.33,61.2,56.0,4.51,4.45,2.74,1052,2,1,6
10921,1.03,62.6,57.0,6.44,6.4,4.02,3461,2,2,3
10922,0.35,62.5,54.0,4.5,4.52,2.82,583,2,2,2
10923,0.56,61.7,56.0,5.33,5.3,3.28,1698,2,1,2
10924,0.51,63.1,58.0,5.13,5.08,3.22,1793,4,0,5
10925,0.97,60.8,67.0,6.41,6.32,3.87,2538,0,6,3
10926,0.74,62.7,58.0,5.75,5.8,3.62,2170,4,6,4
10927,0.7,62.5,56.0,5.67,5.69,3.55,2478,2,3,2
10928,0.4,60.9,58.0,4.79,4.74,2.9,1125,3,4,7
10929,1.3,61.5,58.0,6.96,6.98,4.29,7714,3,4,4
10930,0.31,61.7,54.0,4.38,4.4,2.71,446,2,3,2
10931,1.5,61.2,61.0,7.34,7.3,4.48,8736,3,5,2
10932,1.27,60.9,59.0,7.03,6.97,4.26,7980,3,1,2
10933,0.7,61.7,55.0,5.7,5.73,3.53,2965,2,3,2
10934,0.38,58.1,59.0,4.78,4.82,2.79,1083,4,1,4
10935,0.23,61.2,58.0,3.93,3.98,2.42,530,4,1,7
10936,0.36,61.0,56.0,4.61,4.63,2.82,587,2,4,5
10937,1.16,64.2,59.0,6.66,6.61,4.26,5411,2,4,2
10938,1.21,62.8,56.0,6.75,6.84,4.27,15497,2,2,1
10939,0.41,63.2,57.0,4.76,4.74,3.0,1107,4,2,5
10940,1.21,61.7,60.0,6.85,6.82,4.22,5531,3,6,7
10941,1.01,62.0,58.0,6.41,6.46,3.99,3682,4,3,3
10942,2.1,62.0,62.0,8.17,8.23,5.08,12196,4,6,3
10943,1.0,62.6,56.0,6.36,6.39,3.99,6249,4,4,7
10944,0.5,62.8,56.0,5.05,5.08,3.18,1237,4,3,2
10945,0.33,63.6,53.0,4.4,4.43,2.81,434,1,5,2
10946,0.25,61.4,57.0,4.05,4.08,2.49,525,2,4,1
10947,1.68,58.2,57.0,7.89,7.85,4.58,13445,3,3,4
10948,0.4,62.8,56.0,4.71,4.75,2.97,918,4,0,5
10949,0.26,62.1,57.0,4.06,4.12,2.54,453,2,2,5
10950,1.62,60.1,59.0,7.63,7.6,4.58,10669,3,5,5
10951,0.77,61.3,58.0,5.84,5.91,3.6,2001,4,6,3
10952,1.13,62.3,57.0,6.67,6.61,4.14,4778,2,2,3
10953,0.94,63.8,60.0,6.14,6.21,3.94,3134,1,5,3
10954,0.51,61.6,58.0,5.09,5.14,3.15,1008,4,6,5
10955,0.33,60.2,57.0,4.52,4.48,2.71,1002,2,1,4
10956,0.62,61.3,60.0,5.48,5.45,3.35,1633,3,2,2
10957,1.72,61.7,58.0,7.71,7.81,4.79,8324,3,6,2
10958,0.73,61.6,59.0,5.77,5.78,3.56,2760,4,1,2
10959,0.32,61.5,55.0,4.4,4.44,2.72,660,2,2,5
10960,0.41,62.7,57.0,4.78,4.73,2.98,1107,2,2,5
10961,1.0,57.4,59.0,6.61,6.53,3.77,4032,1,5,7
10962,0.71,61.8,54.0,5.77,5.72,3.56,2637,2,5,4
10963,1.21,61.1,60.0,6.86,6.91,4.21,4991,4,4,3
10964,0.71,62.3,54.0,5.74,5.76,3.58,2326,2,4,2
10965,0.78,62.4,56.0,5.87,5.9,3.67,3267,2,5,7
10966,0.37,62.2,58.0,4.62,4.58,2.86,874,3,0,2
10967,1.0,62.2,60.0,6.45,6.34,3.98,4469,3,4,2
10968,0.3,62.4,53.7,4.29,4.31,2.68,442,2,4,2
10969,0.3,61.8,58.0,4.33,4.31,2.67,911,3,1,4
10970,1.12,61.0,56.0,6.68,6.65,4.07,4077,3,4,3
10971,1.12,60.4,59.0,6.71,6.67,0.0,2383,3,3,0
10972,0.37,62.3,56.0,4.64,4.61,2.88,874,3,0,2
10973,1.08,61.9,60.0,6.55,6.48,4.03,2869,3,0,0
10974,0.7,61.1,62.0,5.64,5.69,3.46,2250,4,2,5
10975,0.42,62.5,56.0,4.83,4.8,3.01,945,2,3,2
10976,1.1,58.4,60.0,6.85,6.81,3.99,7399,3,3,4
10977,0.42,60.9,57.0,4.85,4.87,2.96,902,2,1,5
10978,0.5,61.4,61.0,5.14,5.03,3.12,1923,4,4,1
10979,1.41,61.1,56.0,7.19,7.15,4.38,6988,3,0,3
10980,0.34,61.4,59.0,4.53,4.5,2.77,765,3,4,4
10981,1.23,63.6,57.0,6.74,6.79,4.3,5290,1,6,5
10982,0.36,62.2,55.0,4.62,4.57,2.86,1215,2,2,1
10983,1.26,61.9,57.0,6.88,6.93,4.27,8110,2,4,2
10984,1.7,63.5,56.0,7.53,7.64,4.82,14445,1,3,4
10985,0.32,60.2,60.0,4.42,4.45,2.67,730,3,3,7
10986,0.75,62.1,57.0,5.81,5.85,3.62,2278,2,1,3
10987,0.71,65.5,55.0,5.62,5.53,3.65,2686,0,3,4
10988,1.34,61.3,58.0,7.16,7.1,4.37,11118,3,3,7
10989,0.32,61.3,56.0,4.44,4.43,2.72,936,2,3,7
10990,0.7,62.3,59.0,5.71,5.66,3.54,2293,3,4,4
10991,1.0,63.7,59.0,6.38,6.33,4.05,5484,1,3,5
10992,0.49,59.7,56.0,5.16,5.19,3.09,1865,4,3,1
10993,0.33,62.7,58.0,4.41,4.39,2.76,631,3,0,3
10994,0.32,63.4,55.0,4.35,4.36,2.76,561,1,1,2
10995,1.0,58.5,61.0,6.52,6.48,3.8,4202,3,1,3
10996,1.21,59.5,65.0,6.88,6.84,4.08,6871,1,4,4
10997,1.19,62.1,59.0,6.84,6.78,4.23,5664,3,5,2
10998,0.58,58.6,64.0,5.4,5.46,3.18,2185,1,1,4
10999,1.12,61.6,54.0,6.72,6.74,4.14,6317,2,5,7
11000,0.39,63.4,57.0,4.63,4.67,2.95,787,1,3,5
11001,1.31,62.0,59.0,7.04,6.97,4.34,6822,3,6,5
11002,0.35,60.6,60.0,4.54,4.57,2.76,1044,3,3,1
11003,1.13,59.8,60.0,6.82,6.76,4.06,12549,3,2,1
11004,1.01,60.8,58.0,6.55,6.48,3.96,10341,3,2,6
11005,1.09,61.4,56.0,6.62,6.68,4.08,11631,4,2,1
11006,1.53,62.4,59.0,7.34,7.3,4.57,10924,3,5,4
11007,0.9,62.2,57.0,6.17,6.14,3.83,3677,2,6,1
11008,1.02,60.1,60.0,6.58,6.53,3.94,5686,3,2,2
11009,2.3,63.8,55.0,8.4,8.35,5.34,12944,1,5,3
11010,1.5,62.4,57.0,7.2,7.25,4.51,17153,4,0,5
11011,0.31,61.6,54.0,4.39,4.41,2.71,516,2,1,2
11012,0.51,61.1,59.0,5.14,5.2,3.16,1839,4,1,4
11013,0.34,61.9,54.0,4.46,4.49,2.77,1014,2,3,1
11014,1.21,62.3,58.0,6.77,6.84,4.24,7094,3,4,4
11015,0.57,62.5,54.0,5.35,5.28,3.32,2372,2,1,7
11016,1.51,62.6,55.0,7.29,7.34,4.58,9891,2,5,5
11017,0.76,60.3,60.7,5.86,5.9,3.55,3121,1,3,4
11018,1.12,61.0,59.0,6.72,6.66,4.08,4077,3,4,3
11019,1.01,61.4,59.0,6.4,6.44,3.94,5812,2,0,2
11020,0.4,61.7,61.0,4.68,4.63,2.87,864,3,3,2
11021,2.01,63.1,59.0,7.98,8.03,5.05,18572,1,3,2
11022,1.05,62.8,58.0,6.44,6.48,4.06,6070,4,3,5
11023,1.02,62.1,56.0,6.5,6.45,4.02,6797,2,4,7
11024,1.13,62.2,55.0,6.63,6.68,4.14,3542,2,2,0
11025,0.39,62.7,58.0,4.65,4.67,2.92,817,4,5,7
11026,0.9,62.9,55.0,6.18,6.22,3.9,3863,4,1,2
11027,1.56,61.3,59.0,7.54,7.49,4.61,7144,3,6,4
11028,0.6,61.2,56.0,5.45,5.44,3.33,2189,2,1,5
11029,1.08,62.2,56.0,6.62,6.54,4.09,4627,3,3,3
11030,0.3,62.6,58.0,4.22,4.28,2.66,473,4,4,5
11031,1.14,62.3,59.0,6.69,6.64,4.15,5291,3,5,4
11032,2.07,62.9,59.0,8.15,8.09,5.11,16392,3,5,2
11033,1.01,59.9,59.0,6.46,6.42,3.86,4129,3,5,2
11034,1.51,60.8,66.0,7.35,7.25,4.44,12948,0,3,4
11035,0.41,60.3,60.0,4.74,4.78,2.87,1151,4,3,6
11036,1.03,60.1,60.0,6.55,6.52,3.93,5581,3,3,2
11037,0.71,62.0,53.0,5.72,5.76,3.56,3425,4,3,4
11038,0.32,59.6,60.0,4.43,4.46,2.65,477,3,3,2
11039,0.53,61.5,57.0,5.26,5.21,3.22,1615,2,3,4
11040,1.0,59.6,62.0,6.45,6.51,3.86,4685,4,1,3
11041,0.42,60.8,58.0,4.83,4.87,2.95,773,3,2,2
11042,0.35,60.2,55.0,4.63,4.64,2.79,979,2,3,1
11043,1.26,53.2,61.0,7.44,7.36,3.94,4966,0,3,3
11044,1.51,62.6,59.0,7.26,7.3,4.56,15110,4,3,7
11045,0.91,63.1,59.0,6.14,6.19,3.89,4502,1,2,4
11046,0.3,62.1,57.0,4.27,4.3,2.66,862,4,1,6
11047,1.07,62.4,57.0,6.55,6.5,4.07,6274,3,2,5
11048,0.71,61.8,55.0,5.75,5.78,3.56,3080,2,4,5
11049,0.55,60.9,56.0,5.31,5.34,3.24,2018,2,0,2
